Executable name	Version	Application name	Application category	Number of devices	Number of executions	Average memory usage per execution [bytes]
gfxv4_0.exe	8.15.100.6888	Intel Graphics Control Panel	Utility & Device driver	6	9	182102698
xdesproc.exe	16.5.29926.136	Microsoft Visual Studio	-	1	5	180669644
javaw.exe	8.0.202.8	Java Platform SE 8	-	1	3	180355072
mysqld.exe	8.0.18.0	unknown	-	2	50	180187299
outlook.exe	14.0.7012.1000	Microsoft Outlook	Email	606	9832	180082066
documentworkflowengine.exe	1.0.0.0	DocumentWorkflowEngine	-	1	4	179961856
powerpnt.exe	16.0.11929.20606	Microsoft Office	Office	5	50	179696799
firefox.exe	70.0.0.7228	Firefox	Browser	1	18	179393877
dotnet.exe	3.100.19.56502	Microsoft .NET Framework	-	2	37	178450672
eclipse.exe	0.0.0.0	unknown	Unknown	2	13	177501735
node.exe	6.10.3.0	Node.js	-	1	81	177222961
mstsc.exe	10.0.18362.752	Microsoft Windows Operating System	Operating System	1	6	177209344
servicehub.roslyncodeanalysisservice32.exe	1.4.53.46001	ServiceHub.Host.CLR.x86	-	2	69	177168730
chime.exe	4.30.9310.1	Chime Windows Desktop	-	1	6	176510293
devenv.exe	16.5.29911.84	Microsoft Visual Studio	-	2	14	176248149
msmpeng.exe	4.18.2003.8	Microsoft Windows Operating System	Operating System	29	220	175960160
powerpnt.exe	16.0.11328.20512	Microsoft Office	Office	467	7036	175521392
mpv.exe	2.0.0.0	mpv	-	1	11	175374336
atmgr.exe	3306.0.1809.2800	AtMgr Module	Instant messaging & Video-conferencing	1	1	175112192
outlook.exe	16.0.11328.20512	Microsoft Outlook	Email	216	3179	174577995
ilspy.exe	6.0.0.5559	ILSpy	-	1	7	174400658
mysqld.exe	8.0.16.0	unknown	-	2	23	174063616
rdcman.exe	2.7.1406.0	Remote Desktop Connection Manager	-	11	50	173901141
vbcscompiler.exe	2.10.0.0	VBCSCompiler	-	77	763	173725072
real chess.exe	0.0.0.0	unknown	-	1	15	173679138
diligent.boardbooks.clients.smartclient.oneclick.exe	4.0.0.4648	Diligent Boards	-	7	15	173146112
outlook.exe	16.0.12325.20298	Microsoft Outlook	Email	1	16	172998656
postgresql-12.2-2-windows-x64.exe	1.0.0.0	PostgreSQL	-	1	3	171966464
java.exe	8.0.2410.7	Java Platform SE 8	-	8	434	171879082
mscorsvw.exe	4.7.3190.0	Microsoft .NET Framework	Operating System	3007	193586	171138273
activate_matlab.exe	19.0.0.0	Activation Module	-	1	5	170917888
lync.exe	16.0.11328.20554	Microsoft Office	Office	30	253	170787873
linqpad6.exe	6.6.8.0	LINQPad 6	-	1	6	170568362
lync.exe	16.0.12527.20278	Microsoft Office	Office	1	8	170281252
acrobat.exe	19.21.20058.31925	Adobe Acrobat DC	-	25	1952	169713200
vbcscompiler.exe	3.400.120.12008	VBCSCompiler	-	3	24	169465173
java.exe	8.0.2320.2	OpenJDK Platform 8	-	1	3	169170261
outlook.exe	16.0.9126.2295	Microsoft Outlook	Email	2	31	168365839
lync.exe	15.0.4551.1007	Microsoft Office 2013	Office	35	370	168341638
outlook.exe	16.0.11328.20554	Microsoft Outlook	Email	10	112	166892105
moodysdataviewer.exe	4.1.1.2017	WSO Interfaces	-	8	54	166674122
outlook.exe	16.0.11929.20648	Microsoft Outlook	Email	6	45	166157165
devenv.exe	15.9.28307.1093	Microsoft Visual Studio	-	2	10	165063338
winword.exe	16.0.12008.20000	Microsoft Office	Office	1	1	164364288
baam.senfina.clients.wpf.application.exe	1.0.0.0	BAAM.Senfina.Clients.Wpf.Application	-	1	2	164364288
winword.exe	15.0.5153.1000	Microsoft Office 2013	Office	7	45	164205782
ppssppwindows.exe	1.9.3.0	PPSSPP	-	1	20	164154572
outlook.exe	16.0.11328.20368	Microsoft Outlook	Email	18	220	164058651
dreamweaver.exe	19.1.0.11240	Adobe Dreamweaver 2019	-	1	13	163981154
lync.exe	16.0.11328.20512	Microsoft Office	Office	742	8830	163173532
firefox.exe	75.0.0.7398	Firefox	Browser	19	1921	162510028
jp2launcher.exe	11.221.2.11	Java Platform SE 8 U221	-	3	15	162454381
mstsc.exe	6.2.9200.16398	Microsoft Windows Operating System	Operating System	5	98	162002317
softwarehouse.nextgen.client.adminworkstation.exe	2.70.1004.3098	C·CURE 9000	-	3	15	161830229
lync.exe	16.0.11328.20368	Microsoft Office	Office	292	3213	161643974
lync.exe	16.0.11929.20648	Microsoft Office	Office	15	137	161585561
setup.exe	20.0.0.0	MathWorks Product Installer	Utility & Device driver	1	1	160432128
gsocap.nvision.ui.shell.exe	1.5.0.791	nVision Desktop	-	1	2	159645696
gsoportfoliomonitoruat.exe	1.4.0.0	nVision Compliance	-	1	3	158160213
remotedesktopmanagerfree.exe	2019.2.21.0	Remote Desktop Manager Free	-	2	13	158129005
acrobat.exe	11.0.23.22	Adobe Acrobat	Office	108	9377	158031614
gsocap.nvision.ui.shell.exe	1.5.0.746	nVision Desktop	-	1	2	157810688
code.exe	1.32.3.0	Visual Studio Code	-	1	315	157798130
autocad_2020_english_win_64bit_r1_dlm.sfx.exe	4.0.19.0	Autodesk Download Manager	-	1	1	157024256
adobe audition cc.exe	12.1.5.3	Adobe Audition CC 2019	-	1	2	156631040
gsocap.nvision.ui.shell.exe	1.5.0.792	nVision Desktop	-	1	1	156499968
outlook.exe	14.0.7245.5000	Microsoft Outlook	Email	1	8	156296078
node.exe	10.19.0.0	Node.js	-	1	314	156182982
atmgr.exe	3907.0.1907.2600	AtMgr Module	Instant messaging & Video-conferencing	15	34	155761198
outlook.exe	16.0.12430.20184	Microsoft Outlook	Email	1	5	155294105
javaw.exe	11.0.2.0	OpenJDK Platform 11	-	5	67	155062272
gsocap.nvision.ui.shell.exe	1.5.0.791	nVision Desktop	-	1	1	154664960
msmpeng.exe	4.18.1911.3	Microsoft Windows Operating System	Operating System	19	131	154656955
itunes.exe	12.9.3.3	iTunes	-	1	5	154560102
watchdoxengine.exe	7.0.4.8	Workspaces	-	1	7	153766180
python.exe	0.0.0.0	unknown	-	3	308	153675577
acrobat.exe	19.21.20061.33636	Adobe Acrobat DC	-	1603	100129	153617981
powerpnt.exe	16.0.11328.20368	Microsoft Office	Office	166	1910	152779574
outlook.exe	16.0.4266.1001	Microsoft Outlook	Email	1	10	152567808
wavessvc64.exe	1.27.6.0	Waves MaxxAudio	-	2	17	152403968
ssms.exe	2015.130.15500.91	Microsoft SQL Server	-	1	5	151938662
razer updater.exe	7.3.23.124	Razer Updater	-	3	7	151743926
thinkorswim.exe	0.0.0.0	User mode thinkorswim	-	1	6	151344469
ssms.exe	2015.130.16000.28	Microsoft SQL Server	Data management & Query	5	25	151104170
microsoft.powerbi.datamovement.personalgateway.exe	3000.14.39.0	Microsoft.PowerBI.DataMovement.PersonalGateway	-	1	8	150306816
rstudio.exe	1.1.383.0	RStudio	-	2	4	150295893
lync.exe	16.0.12325.20298	Microsoft Office	Office	1	1	150208512
vbcscompiler.exe	2.7.0.62620	VBCSCompiler	-	6	64	150148289
outlook.exe	16.0.12527.20278	Microsoft Outlook	Email	1	5	149841510
node.exe	13.5.0.0	Node.js	-	1	9	149159936
msmpeng.exe	4.18.2001.7	Microsoft Windows Operating System	Operating System	7	55	148549855
pycharm64.exe	2018.3.4.0	PyCharm	-	1	8	148504576
remotedesktopmanagerfree.exe	2019.1.41.0	Remote Desktop Manager Free	-	1	6	148417194
lync.exe	16.0.11929.20562	Microsoft Office	Office	72	651	148334058
java.exe	11.0.6.0	OpenJDK Platform 11	-	1	3	148286122
geneva.exe	19.10.10.50	Geneva	-	7	29	146905497
spdataviewer.exe	4.1.1.2017	WSO Interfaces	-	8	49	146579456
powerpnt.exe	16.0.11328.20368	Microsoft Office	Office	10	140	146329569
msmpeng.exe	4.18.1807.18075	Microsoft Windows Operating System	Operating System	35	218	145804749
devenv.exe	15.9.28307.344	Microsoft Visual Studio	-	2	8	145555456
documentworkflowengine.exe	1.0.0.0	DocumentWorkflowEngine	-	1	2	145489920
java.exe	8.0.201.9	Java Platform SE 8	-	1	12	145227776
powerpnt.exe	16.0.12703.20010	Microsoft Office	Office	1	1	144703488
winword.exe	16.0.12703.20010	Microsoft Office	Office	1	3	144179200
devenv.exe	16.3.29519.87	Microsoft Visual Studio	Development tool & Programming	1	11	143764138
excel.exe	14.0.7232.5000	Microsoft Office 2010	Office	6	134	143154107
mscorsvw.exe	4.8.3761.0	Microsoft .NET Framework	Operating System	178	93008	142440304
vbcscompiler.exe	3.400.119.61002	VBCSCompiler	-	3	22	142296529
gsoportfoliomonitor.exe	1.4.0.0	nVision Compliance	-	34	378	141797231
python.exe	3.7.5150.1013	Python	-	1	28	141612948
eclipse.exe	0.0.0.0	unknown	Unknown	2	28	141482514
rdclient.windows.exe	1.0.0.0	unknown	-	1	5	141452902
acrord32.exe	11.0.23.22	Adobe Reader	Office	58	1367	141431729
w3wp.exe	10.0.17763.1	Internet Information Services	Network application	27	426	141107515
outlook.exe	16.0.12430.20184	Microsoft Outlook	Email	1	29	140970195
wso.appconsole.exe	1.2.0.0	WSO App Console	-	1	1	140771328
redgate.installer.ui.app.exe	3.1.0.2733	RedGate.Installer.UI.App	-	3	7	140552874
mstarawd.exe	3.19.0.0	unknown	-	1	1	140509184
sourcetree.exe	3.3.6.3829	Sourcetree	-	1	18	140509184
vbcscompiler.exe	3.500.20.15305	VBCSCompiler	-	14	81	139376463
setup.exe	2.5.2141.57745	Visual Studio	Utility & Device driver	4	11	139055476
cylancesvc.exe	2.0.1540.8	CylancePROTECT	-	3885	36197	139035852
servermanager.exe	10.0.17763.168	Microsoft Windows Operating System	Operating System	1	3	138936320
remotedesktopmanagerfree.exe	2020.1.20.0	Remote Desktop Manager Free	-	1	3	138586794
msbuild.exe	16.3.2.50909	Microsoft Build Tools	-	3	85	138479881
toad.exe	12.5.1.1	Toad for Oracle	Utility & Device driver	4	34	138142606
cylancesvc.exe	2.0.1490.27	CylancePROTECT	-	53	660	137738279
itunes.exe	12.10.4.2	iTunes	-	2	13	137706259
cylancesvc.exe	2.0.1534.15	CylancePROTECT	-	25	187	137254587
redgate.sqlcompare.ui.exe	13.1.9.5540	SQL Compare	-	1	13	136764269
winword.exe	16.0.11328.20554	Microsoft Office	Office	17	257	135103923
devenv.exe	16.5.29920.165	Microsoft Visual Studio	-	3	17	135102464
atmgr.exe	3905.0.1905.2000	AtMgr Module	Instant messaging & Video-conferencing	4	11	134908834
acrobat.exe	20.6.20034.39303	Adobe Acrobat DC	-	11	550	134772720
gitextensions.exe	3.0.0.4433	GitExtensions	-	1	5	134610944
iisexpress.exe	10.0.18362.1	Internet Information Services	-	8	64	134494995
outlook.exe	16.0.11328.20468	Microsoft Outlook	Email	2	17	134063525
atmgr.exe	4002.0.2001.1800	AtMgr Module	Instant messaging & Video-conferencing	7	8	133260902
node.exe	13.7.0.0	Node.js	-	4	953	133146341
autodesk_autocad_2019_english_win_64bit_dlm.sfx.exe	4.0.19.0	Autodesk Download Manager	-	1	2	132907008
ats2go.exe	7.0.0.1306	ATs2GO	-	1	3	132382720
acrobat.exe	19.10.20069.49826	Adobe Acrobat DC	Browser	167	9554	132357743
atmgr.exe	3905.0.1905.2000	AtMgr Module	Instant messaging & Video-conferencing	12	26	132231483
python.exe	3.6.6150.1013	Python	-	1	101	132117928
plthub.exe	3.15.52678.3261	Plantronics Software	-	1	5	131910860
vlc.exe	2.2.4.0	VLC media player	Multimedia	5	19	131909404
wuauclt.exe	10.0.14393.3564	Microsoft Windows Operating System	Operating System	2	24	131596288
acrord32.exe	19.21.20061.33636	Adobe Acrobat Reader DC	-	1246	29851	131537084
lync.exe	15.0.4551.1005	Microsoft Office 2013	Office	1	7	131296694
vbcscompiler.exe	3.400.119.61401	VBCSCompiler	-	8	90	130815681
mstsc.exe	10.0.16299.461	Microsoft Windows Operating System	Operating System	27	269	130753957
gitkraken.exe	7.1.2.0	GitKraken	-	1	13	130023424
mysqlworkbench.exe	8.0.15.0	MySQL Workbench	Data management & Query	1	11	129785111
baam.senfina.clients.wpf.application.exe	1.0.0.0	BAAM.Senfina.Clients.Wpf.Application	-	2	3	129673898
acrord32.exe	19.10.20069.49826	Adobe Acrobat Reader DC	-	150	4079	129665956
lync.exe	16.0.12703.20010	Microsoft Office	Office	1	11	129618292
photoshop.exe	20.0.4.26077	Adobe Photoshop CC 2019	-	1	1	129499136
lync.exe	16.0.9126.2295	Microsoft Office 2016	Office	2	22	129213160
javaw.exe	8.0.720.15	Java Platform SE 8	-	2	15	129152731
terraform.exe	0.0.0.0	ShimGen generated shim	-	3	154	129040384
profisee.masterdatamaestro.ui.exe	5.1.1.9	Master Data Maestro	-	1	1	128450560
wavessvc64.exe	1.26.4.0	Waves MaxxAudio	-	4	34	128319488
winword.exe	16.0.4266.1001	Microsoft Office 2016	Office	1	3	128188416
ssms.exe	2017.140.17213.0	Microsoft SQL Server	Data management & Query	74	685	127326149
acrobat.exe	19.21.20047.26424	Adobe Acrobat DC	Browser	2	61	127032262
fileseek.exe	6.3.0.0	FileSeek	-	1	1	126877696
lync.exe	16.0.11328.20468	Microsoft Office	Office	4	28	126622331
acrobat.exe	11.0.9.29	Adobe Acrobat	Office	23	1395	126179018
thinkorswim_x64_installer.exe	0.0.0.0	thinkorswim	-	1	2	126091264
jetbrains.traynotifier.exe	1.0.3.1	TeamCity Tray Notifier	-	1	6	125872810
flashback recorder.exe	5.41.0.4544	FlashBack Express 5	-	1	1	125829120
gsoportfoliomonitor.exe	1.3.0.6	nVision Compliance	-	1	3	125392213
itunes.exe	12.10.5.12	iTunes	-	2	17	124842224
powerpnt.exe	14.0.7162.5000	Microsoft Office 2010	Office	6	107	124788105
spotlight.exe	13.0.0.7	unknown	-	5	25	124533523
smartgit.exe	0.0.0.0	unknown	Unknown	1	2	124518400
lync.exe	16.0.11929.20648	Microsoft Office	Office	6	45	124502380
gsocap.nvision.ui.shell.exe	1.5.0.792	nVision Desktop	-	1	1	124256256
sourcetree.exe	3.3.4.3796	Sourcetree	-	2	11	124113268
microsoftsqltoolsservicelayer.exe	0.0.0.0	unknown	Unknown	1	7	124106459
outlook.exe	16.0.11328.20492	Microsoft Outlook	Email	1	8	123994112
box.exe	2.11.46.0	Box	-	2	14	123469824
acrord32.exe	19.10.20098.54430	Adobe Acrobat Reader DC	-	22	790	123380381
iexplore.exe	11.0.9600.19296	Internet Explorer	Browser	1	31	123284613
lync.exe	15.0.5159.1000	Microsoft Office 2013	Office	360	2906	123153736
vpmsmartclient.exe	16.0.17020.50	VPM	-	12	107	123093955
scriptedsandbox64.exe	15.0.27413.0	Microsoft Visual Studio	Development tool & Programming	5	117	122488898
node.exe	12.16.0.0	Node.js	-	2	434	121769344
outlook.exe	16.0.12325.20298	Microsoft Outlook	Email	1	13	120666899
gfxv4_0.exe	8.15.100.6286	Intel Graphics Control Panel	Utility & Device driver	3	4	120586240
pgadmin4.exe	4.2.0.0	pgAdmin 4	-	1	12	120433322
powerpnt.exe	16.0.12008.20000	Microsoft Office	Office	1	1	120324096
ztscoder.exe	4.5.3284.828	Zoom Meetings	-	2	2	120061952
logioptionsui.exe	8.10.84.0	Logitech Options	Utility & Device driver	2	6	120061952
ssms.exe	2011.110.3000.0	Microsoft SQL Server	Data management & Query	1	3	119799808
node.exe	10.15.3.0	Node.js	-	6	988	119313373
atm.exe	7.0.0.1306	Active Templates Manager (ATM)	-	1	2	119144448
dotnet.exe	3.100.320.12801	Microsoft .NET Framework	-	13	425	119029851
camrecorder.exe	19.0.8.17484	Camtasia	-	1	9	118576469
lync.exe	16.0.12231.20000	Microsoft Office	Office	1	8	118489088
excel.exe	16.0.12231.20000	Microsoft Office	Office	1	24	118382288
wintrv.exe	3026.1.80.15	Bloomberg LP wintrv	-	1	1	117702656
wintrv.exe	3037.1.80.17	Bloomberg LP wintrv	-	27	30	117641974
setup.exe	2.5.2139.10695	Visual Studio	Utility & Device driver	1	3	117440512
msmdsrv.exe	2018.150.31.21	Microsoft Analysis Services	-	1	1	117178368
lync.exe	15.0.4420.1017	Microsoft Office 2013	Office	4	20	117148876
ssms.exe	2017.140.17099.0	Microsoft SQL Server	Data management & Query	115	1128	117105810
excel.exe	14.0.7235.5000	Microsoft Office 2010	Office	663	18074	116997272
javaw.exe	8.0.910.61	Java Platform SE 8	-	1	1	116129792
wireshark.exe	3.2.2.0	Wireshark	-	1	1	115867648
vs_installerservice.exe	1.3.23.60376	ServiceHub.Host.CLR	-	6	16	115850171
outlook.exe	16.0.11328.20480	Microsoft Outlook	Email	1	5	115710361
w3wp.exe	10.0.16299.15	Internet Information Services	Network application	7	125	115693309
jp2launcher.exe	11.231.2.11	Java Platform SE 8 U231	-	3	5	115605504
jp2launcher.exe	11.191.2.12	Java Platform SE 8 U191	-	1	7	115605504
powerpnt.exe	16.0.11929.20648	Microsoft Office	Office	8	67	114970003
iisexpress.exe	10.0.14358.1000	Internet Information Services	-	1	4	114950144
virtualdesktop.streamer.exe	1.10.2.0	Virtual Desktop	-	1	5	114871500
c9shell.exe	2.36.4.1	C9 Trader	-	26	155	114739492
excel.exe	16.0.11328.20468	Microsoft Office	Office	1	72	114655232
geneva.exe	19.10.70.12	Geneva	-	1	5	114425856
atmgr.exe	4002.900.2003.1500	AtMgr Module	Instant messaging & Video-conferencing	58	137	114217895
lync.exe	16.0.11328.20368	Microsoft Office	Office	18	180	113713796
searchindexer.exe	7.0.16299.1622	Windows Search	-	28	157	113551036
rg.exe	0.0.0.0	unknown	-	25	1032	113490875
snagiteditor.exe	18.1.1.924	Snagit	-	1	10	112879206
jp2launcher.exe	11.241.2.7	Java Platform SE 8 U241	-	6	24	112721920
acvs.enterprise.client.core.host.exe	17.0.568.318	ACVS.Enterprise.Client.Core.Host	-	2	13	112379116
chrome.exe	80.0.3987.106	Google Chrome	Browser	6	19974	111942324
dotnet.exe	2.2.27818.2	Microsoft .NET Core Framework	-	3	20	111556835
java.exe	12.0.2.0	OpenJDK Platform 12	-	2	43	111411200
lync.exe	16.0.11328.20512	Microsoft Office	Office	203	2080	111032172
skype meetings app.exe	16.2.0.511	Skype Meetings App	Instant messaging & Video-conferencing	14	33	110839249
excel.exe	14.0.7015.1000	Microsoft Office 2010	Office	569	15559	110828333
jetbrains.dotcover.workspacehost.exe	777.0.0.0	dotCover\Core	-	2	9	110537386
excel.exe	14.0.7237.5000	Microsoft Office 2010	Office	409	9632	110341697
nvtmrep.exe	31.2.0.0	NVIDIA crash and telemetry reporter	Utility & Device driver	1	25	110150412
iexplore.exe	11.0.9600.19355	Internet Explorer	Browser	7	63	110125578
documentworkflowengine.exe	1.0.0.0	DocumentWorkflowEngine	-	1	3	110100480
outlook.exe	16.0.11328.20438	Microsoft Outlook	Email	5	37	109383126
framework.exe	19.5.408.1	Framework	-	11	57	109223653
snagit32.exe	19.1.6.5031	Snagit	-	1	8	109199360
lynchtmlconv.exe	16.0.11328.20468	Microsoft Office	Office	1	9	109153848
dashlane.exe	6.2007.0.32704	Dashlane	-	4	51	109094754
waterfall.exe	3.20.2018.517	Waterfall Model	-	1	1	109051904
winword.exe	16.0.11929.20606	Microsoft Office	Office	8	254	108917005
mstsc.exe	10.0.17763.404	Microsoft Windows Operating System	Operating System	179	2136	108853931
sdservice.exe	7.1.2.93	SecureDoc	-	1	7	108639963
document-migrator.exe	1.0.0.0	unknown	-	1	7	108538538
setup.exe	1.9.308.0	Refinitiv Workspace	Graphics & Imaging	1	16	108527616
chocolateygui.exe	0.16.0.0	Chocolatey GUI	-	1	12	108527616
mstsc.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	3	20	108419481
supportassistui.exe	3.4.5.366	SupportAssistUI	Utility & Device driver	6	6	108331008
acrord32.exe	20.6.20034.39303	Adobe Acrobat Reader DC	-	15	388	108143261
acrord32.exe	18.11.20058.33888	Adobe Acrobat Reader DC	-	1	36	107855872
winword.exe	16.0.11929.20562	Microsoft Office	Office	54	769	107762434
logicapture.exe	1.10.110.0	LogiCapture	Utility & Device driver	1	1	107741184
sublime_text.exe	1.0.0.1	Sublime Text	-	15	352	107578336
msvsmon.exe	16.3.39.0	Microsoft Visual Studio	-	1	35	107243881
lync.exe	15.0.4551.1007	Microsoft Office 2013	Office	1115	10967	107228187
fxcopcmd.exe	15.0.28218.60	Microsoft Visual Studio	Development tool & Programming	5	371	107216896
sourcetree.exe	3.2.6.3544	Sourcetree	-	1	8	107151360
lync.exe	16.0.11929.20562	Microsoft Office	Office	122	1037	107074869
acrobat.exe	9.5.5.316	Adobe Acrobat	Office	2	54	107051842
excel.exe	16.0.11929.20648	Microsoft Office	Office	17	1410	106864907
adobe desktop service.exe	4.6.0.391	Adobe Creative Cloud	-	7	48	106776868
adobe desktop service.exe	5.0.0.354	Adobe Creative Cloud	-	14	92	106355021
flashback recorder.exe	5.41.0.4534	FlashBack Express 5	-	1	2	106168320
devenv.exe	16.2.29201.188	Microsoft Visual Studio	-	2	5	106168320
iexplore.exe	10.0.9200.17609	Windows Internet Explorer	Browser	1	11	106025332
headsetuppro.exe	3.3.12030.0	HeadSetup Pro	-	3	21	105906176
sre.exe	4.1.0.9	SRE	-	5	5	105709568
cylancesvc.exe	2.0.1460.29	CylancePROTECT	-	1	6	105687722
blpslhosts.exe	2020.3.25.19	Bloomberg Silverlight Host	-	15	91	105592331
snagit32.exe	19.1.5.4806	Snagit	-	1	6	105556650
blade.exe	1.0.0.0	Blackstone.Analytics.WinApp	-	5	24	105547038
winword.exe	16.0.11929.20648	Microsoft Office	Office	16	144	105387048
gsoportfoliomonitoruat.exe	1.4.0.0	nVision Compliance	-	12	74	105246387
razer updater.exe	7.3.24.125	Razer Updater	-	2	10	105119744
excel.exe	16.0.11328.20438	Microsoft Office	Office	4	107	104904962
omnisharp.exe	1.35.0.0	OmniSharp	-	9	28	104672694
excel.exe	16.0.12325.20298	Microsoft Office	Office	1	32	104495224
msmpeng.exe	4.10.14393.2848	Microsoft Windows Operating System	Operating System	1	7	104370761
lync.exe	16.0.12527.20278	Microsoft Office	Office	1	4	103940096
mstarawd.exe	3.19.0.0	unknown	Unknown	2	10	103605134
iexplore.exe	11.0.9600.19597	Internet Explorer	Browser	2	39	103432192
postman.exe	1.6.15.0	Postman	-	1	4	103284736
tiworker.exe	10.0.14393.3561	Microsoft Windows Operating System	Operating System	6	1208	102221163
redgate.sqlcompare.ui.exe	13.6.1.7928	SQL Compare	-	1	8	102170624
atmgr.exe	3905.1700.1912.2700	AtMgr Module	Instant messaging & Video-conferencing	9	16	102004599
gfxv4_0.exe	8.15.100.6576	Intel Graphics Control Panel	Utility & Device driver	1	2	101842944
cefsharp.browsersubprocess.exe	69.0.0.0	CefSharp	-	1	7	101711872
marquee.exe	2016.8.138.82	FactSet	-	2	19	101711872
node.exe	12.3.1.0	Node.js	-	1	39	101515264
java.exe	8.0.1440.1	Java Platform SE 8	-	10	542	101318656
java.exe	11.0.4.0	OpenJDK Platform 11	-	1	7	101225033
node.exe	12.11.1.0	Node.js	-	1	136	100886943
atmgr.exe	3905.1700.1912.2700	AtMgr Module	Instant messaging & Video-conferencing	7	14	100550948
fdstray.exe	2016.17.56.35	FactSet Add-in Manager	-	1	5	100506009
gsocap.nvision.ui.shell.exe	1.3.7.1073	nVision Desktop	-	1	2	100270080
xnview.exe	2.43.0.0	XnView	Graphics & Imaging	1	1	100139008
mcshield.exe	14.4.0.354	VSCORE	Antivirus	4	73	100113521
chrome.exe	82.0.4065.0	Chromium	Browser	1	139	99944757
java.exe	7.0.790.15	Java Platform SE 7 U79	-	1	2	99876864
microsoft.photos.exe	2019.19041.20110.0	Microsoft Photos	-	520	74838	99754910
node.exe	5.4.1.0	Node.js	-	5	73	99726635
vssent_mssql-64.exe	8.4.0.0	unknown	Unknown	3	16	99680256
worldcard.exe	8.6.0.0	WorldCard	-	1	1	99614720
jp2launcher.exe	11.231.2.11	Java Platform SE 8 U231	-	2	4	99614720
mstarawd.exe	3.19.0.0	unknown	-	6	68	99505905
perfmon.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	4	16	99304913
itunes.exe	12.9.6.3	iTunes	Multimedia	3	10	99294321
firefox.exe	74.0.0.7373	Firefox	Browser	15	532	99129918
dsapi.exe	6.0.7106.1357	PC-Doctor for Windows	-	2	15	99016157
lync.exe	16.0.12430.20184	Microsoft Office	Office	1	29	98656538
zsatray.exe	2.1.2.71	Zscaler	-	16	190	98596391
acrord32.exe	19.21.20047.26424	Adobe Acrobat Reader DC	-	16	411	98356779
